CVE,Date,CWE,Severity
CVE-2025-7814,2025-07-18T22:15:23.970,CWE-74;CWE-89,9.8
CVE-2025-38350,2025-07-19T07:15:22.043,N/A,N/A
CVE-2025-7836,2025-07-19T17:15:23.950,CWE-74;CWE-77,8.8
CVE-2025-7864,2025-07-20T03:15:24.240,CWE-284;CWE-434,5.4
CVE-2025-7881,2025-07-20T10:15:25.590,CWE-640,2.7
CVE-2025-46385,2025-07-20T15:15:24.503,CWE-918,8.6
CVE-2025-7907,2025-07-20T21:15:23.300,CWE-1392,4.3
CVE-2025-24938,2025-07-21T07:15:24.130,CWE-78,8.4
CVE-2025-41677,2025-07-21T10:15:24.840,CWE-400,4.9
CVE-2025-6235,2025-07-21T14:15:29.957,CWE-79,5.3
CVE-2025-44647,2025-07-21T16:15:28.963,CWE-1188,7.3
CVE-2025-54082,2025-07-21T17:15:37.357,CWE-434,8.1
CVE-2025-36062,2025-07-21T19:15:28.997,CWE-311,7.5
CVE-2025-7224,2025-07-21T20:15:42.650,CWE-787,N/A
CVE-2025-7242,2025-07-21T20:15:45.037,CWE-125,N/A
CVE-2025-7261,2025-07-21T20:15:47.443,CWE-125,N/A
CVE-2025-7278,2025-07-21T20:15:49.823,CWE-119,N/A
CVE-2025-7295,2025-07-21T20:15:52.200,CWE-119,N/A
CVE-2025-7312,2025-07-21T20:15:54.580,CWE-125,N/A
CVE-2025-53832,2025-07-21T21:15:26.077,CWE-77,7.5
CVE-2025-5240,2025-07-22T02:15:23.243,CWE-79,6.4
CVE-2025-6585,2025-07-22T05:15:41.207,CWE-20,8.1
CVE-2025-4285,2025-07-22T12:15:25.877,CWE-89,10.0
CVE-2025-51865,2025-07-22T15:15:37.283,CWE-639,8.8
CVE-2025-48964,2025-07-22T18:15:36.020,CWE-190,6.5
CVE-2025-8030,2025-07-22T21:15:50.157,CWE-94,8.1
CVE-2025-54072,2025-07-22T22:15:37.943,CWE-78,8.1
CVE-2025-43489,2025-07-23T00:15:25.610,CWE-502,5.2
CVE-2025-54438,2025-07-23T06:15:24.167,CWE-22,9.8
CVE-2025-54455,2025-07-23T06:15:28.083,CWE-798,9.8
CVE-2025-40599,2025-07-23T14:15:33.090,CWE-434,9.1
CVE-2025-4439,2025-07-23T18:15:27.593,CWE-79,5.4
CVE-2025-4393,2025-07-24T07:15:53.343,CWE-502,6.5
CVE-2025-6382,2025-07-24T10:15:27.140,CWE-79,6.4
CVE-2025-5243,2025-07-24T13:15:27.140,CWE-78;CWE-434,10.0
CVE-2025-46996,2025-07-24T16:15:31.827,CWE-79,5.4
CVE-2025-3614,2025-07-24T23:15:26.453,CWE-79,5.4
CVE-2025-8127,2025-07-25T04:16:15.423,CWE-74;CWE-89,8.8
CVE-2025-5253,2025-07-25T12:15:25.847,CWE-770,6.5
CVE-2025-38367,2025-07-25T13:15:25.603,CWE-129,7.8
CVE-2025-38384,2025-07-25T13:15:27.643,N/A,N/A
CVE-2025-38401,2025-07-25T13:15:29.660,N/A,N/A
CVE-2025-38414,2025-07-25T14:15:33.140,NVD-CWE-noinfo,5.5
CVE-2025-38427,2025-07-25T15:15:27.623,CWE-401,5.5
CVE-2025-34136,2025-07-25T16:15:28.650,CWE-89,6.9
CVE-2025-38451,2025-07-25T16:15:30.680,N/A,N/A
CVE-2025-3508,2025-07-25T16:15:33.407,CWE-200,6.0
CVE-2025-5449,2025-07-25T18:15:26.967,CWE-190,6.5
CVE-2025-8197,2025-07-25T20:15:25.377,N/A,N/A
CVE-2025-54414,2025-07-26T04:16:06.987,CWE-80;CWE-601,5.1
CVE-2025-6991,2025-07-26T08:15:26.337,CWE-98,7.5
CVE-2025-6241,2025-07-27T01:15:29.690,N/A,4.4
CVE-2025-8232,2025-07-27T14:15:25.857,CWE-74;CWE-89,9.8
CVE-2025-8249,2025-07-28T01:15:25.250,CWE-74;CWE-89,9.8
CVE-2025-27801,2025-07-28T09:15:34.590,CWE-79,4.8
CVE-2025-38474,2025-07-28T12:15:29.247,N/A,N/A
CVE-2025-38492,2025-07-28T12:15:31.367,CWE-362,4.7
CVE-2025-32731,2025-07-28T14:15:26.930,CWE-79,6.1
CVE-2025-54533,2025-07-28T17:15:33.033,CWE-863,4.3
CVE-2025-8283,2025-07-28T19:15:43.957,CWE-15,3.7
CVE-2025-54663,2025-07-29T03:15:22.407,N/A,N/A
CVE-2025-53081,2025-07-29T06:15:22.660,CWE-22,9.1
CVE-2025-6060,2025-07-29T13:15:28.250,CWE-79,5.4
CVE-2025-5922,2025-07-29T17:15:33.823,CWE-522;CWE-759,4.8
CVE-2025-6637,2025-07-29T18:15:32.550,CWE-787,7.8
CVE-2025-54126,2025-07-29T22:15:25.503,CWE-668,5.3
CVE-2025-31281,2025-07-30T00:15:31.273,CWE-20,9.1
CVE-2025-43211,2025-07-30T00:15:33.173,CWE-770,6.2
CVE-2025-43229,2025-07-30T00:15:35.023,CWE-79,6.1
CVE-2025-43250,2025-07-30T00:15:36.843,CWE-22,4.0
CVE-2025-43277,2025-07-30T00:15:38.670,CWE-119,7.8
CVE-2025-1221,2025-07-30T08:15:33.133,CWE-667,5.9
CVE-2025-53113,2025-07-30T15:15:34.910,CWE-284;CWE-862,2.7
CVE-2025-8327,2025-07-30T18:15:41.213,CWE-74;CWE-89,9.8
CVE-2025-54584,2025-07-30T20:15:38.357,CWE-115,5.7
CVE-2025-54085,2025-07-31T00:15:27.290,CWE-276,3.8
CVE-2025-8365,2025-07-31T04:16:12.077,CWE-79;CWE-94,6.1
CVE-2025-8372,2025-07-31T08:15:25.873,CWE-74;CWE-89,9.8
CVE-2025-8382,2025-07-31T12:15:27.230,CWE-74;CWE-89,8.8
CVE-2025-50848,2025-07-31T16:15:30.843,CWE-79,6.1
CVE-2025-37108,2025-07-31T20:15:32.357,CWE-79,3.5
CVE-2025-54657,2025-08-01T04:16:18.450,N/A,N/A
CVE-2025-8435,2025-08-01T05:15:37.253,CWE-862;CWE-863,7.3
CVE-2025-41371,2025-08-01T13:15:26.497,CWE-89,8.8
CVE-2025-51501,2025-08-01T17:15:52.370,CWE-79,6.1
CVE-2025-54595,2025-08-01T18:15:55.907,CWE-78;CWE-269,7.3
CVE-2025-54424,2025-08-01T23:15:24.947,CWE-77,9.8
CVE-2025-6754,2025-08-02T08:15:26.653,CWE-862,8.8
CVE-2025-8471,2025-08-02T19:15:25.460,CWE-74;CWE-89,9.8
CVE-2025-54350,2025-08-03T02:15:37.193,CWE-617,5.3
CVE-2025-8507,2025-08-03T10:15:27.690,CWE-79;CWE-94,5.4
CVE-2025-41659,2025-08-04T08:15:48.173,CWE-732,8.3
CVE-2025-36594,2025-08-04T15:15:32.040,CWE-290,9.8
CVE-2025-51534,2025-08-04T17:15:30.927,CWE-79,8.1
CVE-2025-55014,2025-08-04T20:15:31.557,CWE-402,4.7
CVE-2025-46093,2025-08-04T23:15:28.077,CWE-732,8.8
CVE-2025-54804,2025-08-05T01:15:42.550,CWE-190,6.5
CVE-2025-54980,2025-08-05T04:16:13.150,N/A,N/A
CVE-2025-5061,2025-08-05T08:15:26.603,CWE-434,8.8
CVE-2025-44964,2025-08-05T15:15:29.397,CWE-295,3.9
CVE-2025-51060,2025-08-05T18:15:32.220,CWE-284,6.5
CVE-2025-54594,2025-08-06T00:15:30.857,CWE-94;CWE-269,9.1
CVE-2025-54611,2025-08-06T02:15:47.257,CWE-840;NVD-CWE-noinfo,5.5
CVE-2025-7036,2025-08-06T02:15:50.043,CWE-89,7.5
CVE-2025-8643,2025-08-06T02:15:52.640,CWE-78,N/A
CVE-2025-54627,2025-08-06T03:15:25.830,CWE-787,8.8
CVE-2025-54642,2025-08-06T04:16:15.270,CWE-20;CWE-120,5.5
CVE-2025-55026,2025-08-06T04:16:20.030,N/A,N/A
CVE-2025-21020,2025-08-06T05:15:34.750,CWE-787,6.7
CVE-2025-21474,2025-08-06T08:15:28.413,CWE-416,7.8
CVE-2025-22469,2025-08-06T10:15:33.647,CWE-78,6.9
CVE-2025-23320,2025-08-06T13:15:39.633,CWE-209,7.5
CVE-2025-50233,2025-08-06T15:15:32.013,CWE-20,6.5
CVE-2025-8667,2025-08-06T18:15:29.580,CWE-77;CWE-78,6.3
CVE-2025-51058,2025-08-06T21:15:30.560,CWE-918,6.5
CVE-2025-54885,2025-08-07T01:15:26.693,CWE-331,6.9
CVE-2025-47907,2025-08-07T16:15:30.357,N/A,7.0
CVE-2025-54397,2025-08-07T17:15:30.067,CWE-284,4.3
CVE-2025-45765,2025-08-07T21:15:27.570,CWE-326,9.1
CVE-2025-54886,2025-08-08T01:15:25.120,CWE-502,8.4
CVE-2025-8729,2025-08-08T14:15:30.007,CWE-22,9.1
CVE-2025-8393,2025-08-08T17:15:30.187,CWE-295,7.3
CVE-2025-8741,2025-08-08T22:16:17.497,CWE-310;CWE-319,5.9
CVE-2025-55008,2025-08-09T03:15:47.327,CWE-200,7.1
CVE-2025-8757,2025-08-09T15:15:29.200,CWE-266;CWE-272,7.0
CVE-2025-52136,2025-08-10T04:15:33.913,CWE-754,3.0
CVE-2025-8807,2025-08-10T12:15:30.290,CWE-862;CWE-863,8.8
CVE-2025-8824,2025-08-11T02:15:26.023,CWE-119;CWE-121,8.8
CVE-2025-8831,2025-08-11T05:15:26.957,CWE-119;CWE-121,8.8
CVE-2025-8842,2025-08-11T11:15:26.767,CWE-119;CWE-416,7.8
CVE-2025-25231,2025-08-11T18:15:32.930,CWE-22,7.5
CVE-2025-53910,2025-08-11T19:15:29.747,CWE-862,4.0
CVE-2025-55158,2025-08-11T23:15:28.037,CWE-415,8.8
CVE-2025-42975,2025-08-12T03:15:28.430,CWE-79,6.1
CVE-2025-47444,2025-08-12T07:15:28.907,CWE-201,7.5
CVE-2025-40752,2025-08-12T12:15:36.357,CWE-312,6.2
CVE-2025-5466,2025-08-12T15:15:31.117,CWE-776,4.9
CVE-2025-20048,2025-08-12T17:15:28.117,CWE-427,6.7
CVE-2025-21096,2025-08-12T17:15:31.190,CWE-119,1.9
CVE-2025-24325,2025-08-12T17:15:33.893,CWE-20,8.8
CVE-2025-26863,2025-08-12T17:15:36.607,CWE-400,3.8
CVE-2025-25005,2025-08-12T18:15:27.677,CWE-20;NVD-CWE-noinfo,6.5
CVE-2025-49751,2025-08-12T18:15:30.830,CWE-820,6.8
CVE-2025-50163,2025-08-12T18:15:33.710,CWE-122;CWE-125,8.8
CVE-2025-53135,2025-08-12T18:15:37.430,CWE-362,7.0
CVE-2025-53155,2025-08-12T18:15:40.250,CWE-122,7.8
CVE-2025-53732,2025-08-12T18:15:43.057,CWE-122;CWE-787,7.8
CVE-2025-53773,2025-08-12T18:15:45.940,CWE-77,7.8
CVE-2025-49813,2025-08-12T19:15:30.853,CWE-78,7.2
CVE-2025-54189,2025-08-12T21:15:37.143,CWE-125,5.5
CVE-2025-54207,2025-08-12T21:15:39.813,CWE-824,7.8
CVE-2025-54225,2025-08-12T21:15:42.547,CWE-416,7.8
CVE-2025-8395,2025-08-12T23:15:29.380,N/A,N/A
CVE-2025-8762,2025-08-13T07:15:30.763,CWE-284;CWE-1263,6.8
CVE-2025-32451,2025-08-13T14:15:31.080,CWE-824,8.8
CVE-2025-52585,2025-08-13T15:15:35.170,CWE-476,7.5
CVE-2025-2182,2025-08-13T17:15:27.163,CWE-312,5.6
CVE-2025-2614,2025-08-13T18:15:30.843,CWE-770,6.5
CVE-2025-8919,2025-08-13T18:15:34.580,CWE-79;CWE-94,4.8
CVE-2025-55193,2025-08-13T23:15:26.237,CWE-150,2.7
CVE-2025-8938,2025-08-14T05:15:27.483,CWE-912,6.3
CVE-2025-54472,2025-08-14T09:15:26.683,CWE-190;CWE-400,7.5
CVE-2025-28979,2025-08-14T11:15:31.593,CWE-98,9.8
CVE-2025-47689,2025-08-14T11:15:34.910,CWE-79,7.1
CVE-2025-49059,2025-08-14T11:15:38.437,CWE-89,9.3
CVE-2025-52716,2025-08-14T11:15:41.817,CWE-98,7.5
CVE-2025-54669,2025-08-14T11:15:45.107,CWE-89,9.3
CVE-2025-54688,2025-08-14T11:15:48.600,CWE-79,6.5
CVE-2025-54705,2025-08-14T11:15:52.943,CWE-862,4.3
CVE-2025-7353,2025-08-14T14:15:35.137,CWE-1188,9.3
CVE-2025-8875,2025-08-14T15:15:43.020,CWE-502,7.8
CVE-2025-20133,2025-08-14T17:15:34.130,CWE-401,8.6
CVE-2025-20244,2025-08-14T17:15:38.330,CWE-1287,7.7
CVE-2025-8970,2025-08-14T17:15:41.920,CWE-74;CWE-89,9.8
CVE-2025-53241,2025-08-14T19:15:35.060,CWE-918,5.5
CVE-2025-54728,2025-08-14T19:15:38.310,CWE-352,4.3
CVE-2025-55716,2025-08-14T19:15:44.510,CWE-862,4.3
CVE-2025-8988,2025-08-14T23:15:35.437,CWE-74;CWE-89,9.8
CVE-2025-8342,2025-08-15T03:15:36.877,CWE-862,8.1
CVE-2025-9013,2025-08-15T06:15:28.610,CWE-74;CWE-89,9.8
CVE-2025-7778,2025-08-15T09:15:30.367,CWE-285,9.8
CVE-2025-54475,2025-08-15T12:15:25.803,CWE-89,8.7
CVE-2025-7961,2025-08-15T17:15:32.937,CWE-94,6.9
CVE-2025-52621,2025-08-15T23:15:26.670,CWE-346,7.5
CVE-2025-7686,2025-08-16T04:16:08.650,CWE-352,6.1
CVE-2025-38509,2025-08-16T11:15:43.893,NVD-CWE-noinfo,5.5
CVE-2025-38525,2025-08-16T12:15:27.933,NVD-CWE-noinfo,5.5
CVE-2025-38542,2025-08-16T12:15:30.083,N/A,N/A
CVE-2025-9089,2025-08-17T00:15:27.517,CWE-119;CWE-121,9.8
CVE-2025-9103,2025-08-18T04:15:39.453,CWE-79;CWE-94,2.4
CVE-2025-27909,2025-08-18T14:15:28.550,CWE-942;CWE-697,9.8
CVE-2025-55288,2025-08-18T17:15:31.067,CWE-79,5.4
CVE-2025-55589,2025-08-18T20:15:31.190,CWE-78,6.5
CVE-2025-57721,2025-08-19T03:15:28.837,N/A,N/A
CVE-2025-8567,2025-08-19T09:15:33.073,CWE-79,6.4
CVE-2025-50579,2025-08-19T15:15:28.160,CWE-1259,5.3
CVE-2025-38554,2025-08-19T17:15:31.510,CWE-416,7.8
CVE-2025-38571,2025-08-19T17:15:33.960,NVD-CWE-noinfo,5.5
CVE-2025-38589,2025-08-19T17:15:36.520,CWE-476,5.5
CVE-2025-38606,2025-08-19T17:15:38.930,CWE-476,5.5
CVE-2025-55153,2025-08-19T18:15:29.040,N/A,N/A
CVE-2025-55735,2025-08-19T19:15:37.620,CWE-79;CWE-807,5.4
CVE-2025-54144,2025-08-19T21:15:27.710,CWE-601,5.4
CVE-2025-9183,2025-08-19T21:15:30.777,CWE-451,6.5
CVE-2025-8289,2025-08-20T03:15:36.040,CWE-502,7.5
CVE-2025-28977,2025-08-20T08:15:28.700,CWE-79,6.1
CVE-2025-48168,2025-08-20T08:15:32.690,CWE-79,7.1
CVE-2025-49400,2025-08-20T08:15:35.540,CWE-79,6.5
CVE-2025-49890,2025-08-20T08:15:38.303,CWE-79,5.9
CVE-2025-53213,2025-08-20T08:15:41.313,CWE-434,9.9
CVE-2025-53988,2025-08-20T08:15:44.277,CWE-201,6.5
CVE-2025-54040,2025-08-20T08:15:47.243,CWE-862,6.5
CVE-2025-5260,2025-08-20T09:15:27.787,CWE-918,8.6
CVE-2025-43749,2025-08-20T13:15:27.413,CWE-552,5.3
CVE-2025-54925,2025-08-20T14:15:46.620,CWE-918,7.5
CVE-2025-55498,2025-08-20T15:15:34.937,CWE-121,7.5
CVE-2025-50904,2025-08-20T17:15:36.683,CWE-288,9.8
CVE-2025-9238,2025-08-20T18:15:36.780,CWE-74;CWE-89,7.3
CVE-2025-9251,2025-08-20T22:15:30.080,CWE-119;CWE-121,8.8
CVE-2025-57824,2025-08-21T04:15:57.743,N/A,N/A
CVE-2025-47870,2025-08-21T08:15:30.000,CWE-306,4.3
CVE-2025-55368,2025-08-21T14:15:41.630,CWE-284,8.8
CVE-2025-55742,2025-08-21T16:15:34.280,CWE-79,4.8
CVE-2025-57764,2025-08-21T17:15:32.320,CWE-79,8.2
CVE-2025-57751,2025-08-21T19:15:43.227,CWE-400,7.7
CVE-2025-55231,2025-08-21T20:15:47.470,CWE-362,7.5
CVE-2025-57890,2025-08-22T12:15:32.470,CWE-79,5.9
CVE-2025-50691,2025-08-22T14:15:46.453,CWE-266,5.3
CVE-2025-38629,2025-08-22T16:15:36.620,CWE-476,5.5
CVE-2025-38647,2025-08-22T16:15:39.337,N/A,N/A
CVE-2025-38664,2025-08-22T16:15:41.723,N/A,N/A
CVE-2025-52095,2025-08-22T16:15:44.740,CWE-522,9.8
CVE-2025-55626,2025-08-22T17:15:34.400,CWE-284,5.3
CVE-2025-43758,2025-08-22T19:15:38.467,CWE-552,5.3
CVE-2025-52450,2025-08-22T21:15:32.117,CWE-22,6.5
CVE-2025-58037,2025-08-23T03:15:30.630,N/A,N/A
CVE-2025-7842,2025-08-23T05:15:33.283,CWE-352,4.3
CVE-2025-36174,2025-08-24T02:15:45.560,CWE-434,8.0
CVE-2025-9394,2025-08-24T16:15:30.490,CWE-119;CWE-416,5.5
CVE-2025-9118,2025-08-25T07:15:35.803,CWE-22,10.0
CVE-2025-53511,2025-08-25T14:15:32.233,CWE-122,9.8
CVE-2025-54491,2025-08-25T14:15:35.617,CWE-121,9.8
CVE-2025-51281,2025-08-25T15:15:40.157,CWE-120,7.0
CVE-2025-55575,2025-08-25T16:15:32.200,CWE-89,9.8
CVE-2025-9414,2025-08-25T19:15:32.853,CWE-918,4.9
CVE-2025-9423,2025-08-25T23:15:32.590,CWE-74;CWE-89,9.8
CVE-2025-9172,2025-08-26T04:15:49.197,CWE-89,7.5
CVE-2025-48108,2025-08-26T10:15:35.267,CWE-862,6.5
CVE-2025-9483,2025-08-26T14:15:47.887,CWE-119;CWE-121,8.8
CVE-2025-1494,2025-08-26T17:15:36.587,CWE-1021,6.1
CVE-2025-23315,2025-08-26T19:15:39.190,CWE-94,7.8
CVE-2025-0092,2025-08-26T23:15:33.323,CWE-345;CWE-356,6.5
CVE-2025-35115,2025-08-26T23:15:35.540,CWE-494,8.1
CVE-2025-9510,2025-08-27T05:15:32.963,CWE-74;CWE-89,9.8
CVE-2025-30058,2025-08-27T11:15:38.637,CWE-89,6.9
CVE-2025-9531,2025-08-27T14:15:56.570,CWE-74;CWE-89,8.8
CVE-2025-20294,2025-08-27T17:15:35.540,CWE-78,6.5
CVE-2025-55422,2025-08-27T18:15:46.253,CWE-79,8.8
CVE-2025-58213,2025-08-27T18:15:49.553,CWE-79,6.5
CVE-2025-34521,2025-08-27T22:15:57.870,CWE-79,5.4
CVE-2025-8073,2025-08-28T07:15:36.187,CWE-79,6.4
CVE-2025-39496,2025-08-28T12:15:37.480,CWE-89,9.3
CVE-2025-48316,2025-08-28T13:15:43.987,CWE-79,6.5
CVE-2025-48353,2025-08-28T13:15:55.157,CWE-352,7.1
CVE-2025-49405,2025-08-28T13:16:00.063,CWE-98,8.1
CVE-2025-53326,2025-08-28T13:16:03.720,CWE-98,7.5
CVE-2025-54725,2025-08-28T13:16:08.470,CWE-288,9.8
CVE-2025-52054,2025-08-28T15:16:00.917,CWE-287,5.3
CVE-2025-58334,2025-08-28T17:15:36.970,CWE-862,8.8
CVE-2025-9580,2025-08-28T19:15:35.343,CWE-77;CWE-78,8.8
CVE-2025-48979,2025-08-29T00:15:32.250,CWE-77,3.4
CVE-2025-39245,2025-08-29T03:15:38.733,CWE-1236,4.7
CVE-2025-8858,2025-08-29T04:15:54.050,CWE-89,7.5
CVE-2025-7071,2025-08-29T10:15:32.630,CWE-208;CWE-327,5.9
CVE-2025-9649,2025-08-29T14:15:50.707,CWE-369;CWE-404,5.5
CVE-2025-9658,2025-08-29T16:15:38.460,CWE-79;CWE-94,5.4
CVE-2025-29888,2025-08-29T18:15:35.683,CWE-476,6.5
CVE-2025-30271,2025-08-29T18:15:39.360,CWE-22,6.5
CVE-2025-9377,2025-08-29T18:15:43.220,CWE-78,7.2
CVE-2025-55173,2025-08-29T22:15:31.750,CWE-20,4.3
CVE-2025-54946,2025-08-30T04:15:57.823,CWE-89,9.8
CVE-2025-9691,2025-08-30T14:15:43.450,CWE-74;CWE-89,9.8
CVE-2025-9717,2025-08-31T05:15:33.907,CWE-79;CWE-94,5.4
CVE-2025-9734,2025-08-31T15:15:33.093,CWE-79;CWE-94,5.4
CVE-2025-9751,2025-09-01T00:15:34.580,CWE-74;CWE-89,9.8
CVE-2025-9763,2025-09-01T05:15:43.090,CWE-74;CWE-89,9.8
CVE-2025-9771,2025-09-01T09:15:35.080,CWE-74;CWE-89,9.8
CVE-2025-33099,2025-09-01T15:15:35.030,CWE-295,5.9
CVE-2025-9795,2025-09-01T21:15:29.607,CWE-284;CWE-434,5.4
CVE-2025-58418,2025-09-02T03:15:42.197,N/A,N/A
CVE-2025-46810,2025-09-02T12:15:36.250,CWE-61,8.5
CVE-2025-9784,2025-09-02T14:15:36.593,CWE-770;CWE-404,7.5
CVE-2025-32098,2025-09-02T18:15:34.240,CWE-269,5.3
CVE-2025-7974,2025-09-02T20:15:37.977,CWE-863,N/A
CVE-2025-9325,2025-09-02T21:15:34.880,CWE-125,5.5
CVE-2025-22421,2025-09-02T23:15:33.543,CWE-209,5.5
CVE-2025-9839,2025-09-02T23:15:35.870,CWE-74;CWE-89,9.8
CVE-2025-58168,2025-09-03T03:15:38.740,N/A,N/A
CVE-2025-21036,2025-09-03T06:15:48.800,NVD-CWE-noinfo,5.0
CVE-2025-3701,2025-09-03T13:15:49.063,CWE-862,4.3
CVE-2025-57151,2025-09-03T15:15:39.313,CWE-79,8.8
CVE-2025-58607,2025-09-03T15:15:42.377,CWE-79,6.5
CVE-2025-58625,2025-09-03T15:15:45.627,CWE-79,5.9
CVE-2025-0280,2025-09-03T16:15:35.403,CWE-257,7.5
CVE-2025-9959,2025-09-03T17:15:35.737,CWE-94,7.6
CVE-2025-53690,2025-09-03T20:15:33.473,CWE-502,9.0
CVE-2025-36891,2025-09-04T10:42:29.417,CWE-269,8.8
CVE-2025-36908,2025-09-04T10:42:31.417,CWE-787,6.7
CVE-2025-6085,2025-09-04T10:42:33.787,CWE-434,7.2
CVE-2025-9938,2025-09-04T10:42:38.270,CWE-119;CWE-121;CWE-787,8.8
CVE-2025-41044,2025-09-04T12:15:33.680,CWE-79,5.4
CVE-2025-41061,2025-09-04T12:15:36.570,CWE-79,5.4
CVE-2025-23301,2025-09-04T16:15:34.870,CWE-1244,4.2
CVE-2025-38694,2025-09-04T16:15:37.750,N/A,N/A
CVE-2025-38711,2025-09-04T16:15:40.280,N/A,N/A
CVE-2025-38728,2025-09-04T16:15:42.867,N/A,N/A
CVE-2025-26429,2025-09-04T18:15:41.447,CWE-20,5.5
CVE-2025-26453,2025-09-04T18:15:45.220,CWE-200,5.5
CVE-2025-32327,2025-09-04T19:15:36.403,CWE-89,7.8
CVE-2025-48530,2025-09-04T19:15:38.950,CWE-125,8.1
CVE-2025-48548,2025-09-04T19:15:41.757,CWE-362,7.3
CVE-2025-26419,2025-09-04T20:15:34.633,CWE-290,3.3
CVE-2025-58359,2025-09-05T00:15:32.500,CWE-325,6.0
CVE-2025-10011,2025-09-05T14:15:41.973,CWE-74;CWE-89,8.8
CVE-2025-58799,2025-09-05T14:15:49.590,CWE-352,4.3
CVE-2025-58817,2025-09-05T14:15:52.870,CWE-862,4.3
CVE-2025-58834,2025-09-05T14:15:56.080,CWE-79,6.5
CVE-2025-58851,2025-09-05T14:15:59.430,CWE-79,6.5
CVE-2025-58868,2025-09-05T14:16:03.027,CWE-79,6.5
CVE-2025-8695,2025-09-05T14:16:06.443,CWE-79,5.4
CVE-2025-53307,2025-09-05T17:15:38.113,CWE-79,7.1
CVE-2025-38732,2025-09-05T18:15:42.407,N/A,N/A
CVE-2025-39684,2025-09-05T18:15:45.020,N/A,N/A
CVE-2025-39702,2025-09-05T18:15:47.270,N/A,N/A
CVE-2025-39719,2025-09-05T18:15:49.513,N/A,N/A
CVE-2025-10061,2025-09-05T21:15:35.163,CWE-20;NVD-CWE-noinfo,6.5
CVE-2025-10003,2025-09-06T03:15:39.860,CWE-89,6.5
CVE-2025-7040,2025-09-06T04:16:02.867,CWE-862,8.2
CVE-2025-10034,2025-09-06T15:15:34.163,CWE-119;CWE-120,9.8
CVE-2025-10068,2025-09-07T05:15:32.120,CWE-74;CWE-89,9.8
CVE-2025-10078,2025-09-08T03:15:38.270,CWE-74;CWE-89,9.8
CVE-2025-10090,2025-09-08T10:15:35.710,CWE-74;CWE-89,9.8
CVE-2025-56630,2025-09-08T15:15:36.657,CWE-89,7.3
CVE-2025-55849,2025-09-08T19:15:36.297,CWE-89,8.4
CVE-2025-58444,2025-09-08T22:15:34.247,CWE-84,8.6
CVE-2025-43763,2025-09-09T00:15:32.060,CWE-918,4.8
CVE-2025-42916,2025-09-09T02:15:39.717,CWE-1287,8.1
CVE-2025-10123,2025-09-09T03:15:32.583,CWE-74;CWE-77,9.8
CVE-2025-40803,2025-09-09T09:15:38.693,CWE-200,3.1
CVE-2025-8008,2025-09-09T13:15:32.317,CWE-755,6.5
CVE-2025-52915,2025-09-09T16:15:33.530,CWE-269,7.2
CVE-2025-32689,2025-09-09T17:15:43.433,CWE-1284,7.5
CVE-2025-53291,2025-09-09T17:15:48.520,CWE-862,5.4
CVE-2025-53809,2025-09-09T17:15:52.163,CWE-20,6.5
CVE-2025-54107,2025-09-09T17:15:55.907,CWE-41,4.3
CVE-2025-54261,2025-09-09T17:15:59.477,CWE-22,10.0
CVE-2025-54910,2025-09-09T17:16:02.930,CWE-122,8.4
CVE-2025-55236,2025-09-09T17:16:06.717,CWE-367;CWE-843,7.8
CVE-2025-57538,2025-09-09T17:16:10.373,CWE-79,5.4
CVE-2025-58989,2025-09-09T17:16:13.660,CWE-79,6.5
CVE-2025-29089,2025-09-09T19:15:45.920,CWE-200,7.5
CVE-2025-34172,2025-09-09T20:15:37.870,CWE-79,6.1
CVE-2025-58430,2025-09-09T20:15:48.450,CWE-79;CWE-80;CWE-352,6.1
CVE-2025-34177,2025-09-09T21:15:35.503,CWE-79,5.4
CVE-2025-58768,2025-09-09T21:15:38.957,CWE-94;CWE-79,9.6
CVE-2025-10172,2025-09-09T23:15:29.610,CWE-119;CWE-120,8.8
CVE-2025-41714,2025-09-10T07:15:44.733,CWE-22,8.8
CVE-2025-10213,2025-09-10T12:15:31.250,CWE-427,7.0
CVE-2025-56405,2025-09-10T14:15:39.413,CWE-284;CWE-306,7.5
CVE-2025-57569,2025-09-10T16:15:39.293,CWE-120,5.6
CVE-2025-8696,2025-09-10T18:15:34.817,CWE-779;CWE-789,7.5
CVE-2025-10233,2025-09-10T23:15:33.830,CWE-22,4.3
CVE-2025-8318,2025-09-11T08:15:33.097,CWE-79,6.4
CVE-2025-9123,2025-09-11T08:15:36.363,CWE-79,6.4
CVE-2025-9861,2025-09-11T08:15:39.677,CWE-79,6.4
CVE-2025-40695,2025-09-11T12:15:36.010,CWE-79,5.4
CVE-2025-39737,2025-09-11T17:15:35.173,N/A,N/A
CVE-2025-39754,2025-09-11T17:15:39.200,CWE-362,4.7
CVE-2025-39772,2025-09-11T17:15:42.837,N/A,N/A
CVE-2025-39790,2025-09-11T17:15:45.360,N/A,N/A
CVE-2025-10127,2025-09-11T20:15:33.667,CWE-640,9.8
CVE-2025-10278,2025-09-12T04:15:58.360,CWE-266;CWE-285,8.8
CVE-2025-8280,2025-09-12T06:15:43.660,N/A,5.8
CVE-2025-59054,2025-09-12T13:15:32.283,CWE-552,8.5
CVE-2025-55835,2025-09-12T16:15:34.547,CWE-434,9.8
